	neuroNER_ID	neuroNER_Name
8492	UNKN_REGION:6157	ascending fibers of the facial nerve
8493	UNKN_REGION:6158	frontal pole
8494	UNKN_REGION:6159	basis mesencephali
8495	UNKN_REGION:616	inferior frontal gyrus
8496	UNKN_REGION:6160	sylvian aqueduct
8497	UNKN_REGION:6161	ventral pallidum
8498	UNKN_REGION:6162	falx cerebri
8499	UNKN_REGION:6163	bicommissural line
8500	UNKN_REGION:6164	rectus gyrus
8501	UNKN_REGION:6165	lumbar cistern
8502	UNKN_REGION:6166	lateral hypothalamic area proper
8503	UNKN_REGION:6167	medulla sensory related
8504	UNKN_REGION:6168	nucleus zentrolateralis intermedius externus
8505	UNKN_REGION:6169	tractus cerebello-tegmentalis mesencephali
8506	UNKN_REGION:617	pontine flexure
8507	UNKN_REGION:6170	bed nucleus of the stria medularis
8508	UNKN_REGION:6171	precentral gyrus of insula
8509	UNKN_REGION:6172	ventral part of the lateral geniculate complex lateral zone
8510	UNKN_REGION:6173	submedius thalamic nucleus, ventral part
8511	UNKN_REGION:6174	simian sulcus
8512	UNKN_REGION:6175	basomedial nucleus of the amygdala anterior part
8513	UNKN_REGION:6176	occipitopontine tract
8514	UNKN_REGION:6177	decussation of lemnisci
8515	UNKN_REGION:6178	nucleus dorsalis tegmenti
8516	UNKN_REGION:6179	substantia medullaris orbitalis medialis
8517	UNKN_REGION:618	decussation of medial lemnisci
8518	UNKN_REGION:6180	substantia medullaris cerebri - not otherwise specified
8519	UNKN_REGION:6181	brachium quadrigeminum inferius
8520	UNKN_REGION:6182	velum medullare rostralis
8521	UNKN_REGION:6183	tegmen fossae rhomboidei
8522	UNKN_REGION:6184	medial thalamic nuclei
8523	UNKN_REGION:6185	chiasma fibrorum proprium tecti
8524	UNKN_REGION:6186	parapyramidal nucleus, superficial part
8525	UNKN_REGION:6187	declive, sublobule b
8526	UNKN_REGION:6188	cerebellar lobule
8527	UNKN_REGION:6189	corpus geniculatum laterale
8528	UNKN_REGION:619	nucleus praepositus
8529	UNKN_REGION:6190	isthmus of fornicate gyrus
8530	UNKN_REGION:6191	praesubiculum
8531	UNKN_REGION:6192	lateral medullary lamina of inferior colliculus
8532	UNKN_REGION:6193	inferior temporal white matter
8533	UNKN_REGION:6194	area cingularis anterior
8534	UNKN_REGION:6195	medial hypothalamic zone
8535	UNKN_REGION:6196	area infraradiata dorsalis
8536	UNKN_REGION:6197	external medullary lamina of lentiform nucleus
8537	UNKN_REGION:6198	anterior parolfactory gyrus
8538	UNKN_REGION:6199	sulcus parolfactorius anterior
8539	UNKN_REGION:62	intraparietal
8540	UNKN_REGION:620	commissura colliculorum cranialium
8541	UNKN_REGION:6200	isocortex maturus
8542	UNKN_REGION:6201	insula cerebri
8543	UNKN_REGION:6202	substantia medullaris precentralis
8544	UNKN_REGION:6203	nucleus intercalatus corporis mammillaris
8545	UNKN_REGION:6204	microcellular tegmental nucleus
8546	UNKN_REGION:6205	rectus white matter
8547	UNKN_REGION:6206	horizontal ramus of sylvian fissure
8548	UNKN_REGION:6207	vestibular root of the vestibulocochlear nerve
8549	UNKN_REGION:6208	amygdaloid corticomedial complex
8550	UNKN_REGION:6209	rexed's lamina viii
8551	UNKN_REGION:621	stratum griseum mediale
8552	UNKN_REGION:6210	retroethrnoidal nucleus of the thalamus
8553	UNKN_REGION:6211	anteroventral cochlear nucleus
8554	UNKN_REGION:6212	lateral occipital fasciculus
8555	UNKN_REGION:6213	medial part of gyri orbitales
8556	UNKN_REGION:6214	parastriate area 18
8557	UNKN_REGION:6215	tractus trigeminalis dorsalis
8558	UNKN_REGION:6216	nucleus intralamellaris interpolaris
8559	UNKN_REGION:6217	nucleus reuniens rostral division median part
8560	UNKN_REGION:6218	internal pyramidal layer
8561	UNKN_REGION:6219	area 27 of brodmann-09
8562	UNKN_REGION:622	ca1 field of hippocampus
8563	UNKN_REGION:6220	insulo-orbito-temporopolar complex
8564	UNKN_REGION:6221	mesencephalic nucleus of trigeminal nerve
8565	UNKN_REGION:6222	capsule of anterior nuclei
8566	UNKN_REGION:6223	nucleus suprageniculatus
8567	UNKN_REGION:6224	bed nuclei stria terminalis, anterior division, fusiform nucleus
8568	UNKN_REGION:6225	processus griseum pontis supralemniscalis
8569	UNKN_REGION:6226	accessory basal nucleus of amygdala
8570	UNKN_REGION:6227	anterior speech cortex
8571	UNKN_REGION:6228	lamina tectalis
8572	UNKN_REGION:6229	nucleus nervi facialis
8573	UNKN_REGION:623	fibrae transversae superficiales pontis
8574	UNKN_REGION:6230	retrorubral field, dopaminergic a8 group
8575	UNKN_REGION:6231	pars olfactoria commissurae anterioris
8576	UNKN_REGION:6232	nucleus reticulatus
8577	UNKN_REGION:6233	superior colliculus, motor related, intermediate gray layer
8578	UNKN_REGION:6234	ventral tegmental gray
8579	UNKN_REGION:6235	decussatio nervorum trochlearium
8580	UNKN_REGION:6236	cell bridges of the ventral striatum
8581	UNKN_REGION:6237	medial part of ventral lateral nucleus
8582	UNKN_REGION:6238	regio cingularis
8583	UNKN_REGION:6239	ventral anterior nucleus of the thalamus
8584	UNKN_REGION:624	area 29 of brodmann
8585	UNKN_REGION:6240	anterior horizontal limb of lateral fissure
8586	UNKN_REGION:6241	ventriculus lateralis, cornu temporale
8587	UNKN_REGION:6242	posterior part of inferior parietal lobule
8588	UNKN_REGION:6243	subcallosal fasciculus
8589	UNKN_REGION:6244	pontine reticular nucleus
8590	UNKN_REGION:6245	area 25
8591	UNKN_REGION:6246	supracapsular part of globus pallidus
8592	UNKN_REGION:6247	gyrus ambiens
8593	UNKN_REGION:6248	nucleus of roller
8594	UNKN_REGION:6249	nucleus parabrachialis medialis
8595	UNKN_REGION:625	superior cerebellar peduncle
8596	UNKN_REGION:6250	cisterna chiasmatis
8597	UNKN_REGION:6251	lateral cervical nucleus
8598	UNKN_REGION:6252	premotor cortex
8599	UNKN_REGION:6253	facial colliculus
8600	UNKN_REGION:6254	substantia medullaris - not otherwise specified
8601	UNKN_REGION:6255	substantia centralis medullaris cerebelli
8602	UNKN_REGION:6256	substantia grisea centralis
8603	UNKN_REGION:6257	comb system
8604	UNKN_REGION:6258	subcentral dimple
8605	UNKN_REGION:6259	temporal thalamic peduncle
8606	UNKN_REGION:626	anterior thalamic peduncle
8607	UNKN_REGION:6260	substantia nigra, pars diffusa
8608	UNKN_REGION:6261	gyrus parietalis medialis
8609	UNKN_REGION:6262	pars postrema of ventral lateral nucleus
8610	UNKN_REGION:6263	nucleus ventralis intermedius
8611	UNKN_REGION:6264	substantia nigra, pars compacta
8612	UNKN_REGION:6265	nucleus pontobulbaris
8613	UNKN_REGION:6266	lobulus semilunaris inferior
8614	UNKN_REGION:6267	retrosplenial granular b cortex
8615	UNKN_REGION:6268	insula callejae
8616	UNKN_REGION:6269	lateral pericuneate nucleus
8617	UNKN_REGION:627	nucleus dorsointermedius superior
8618	UNKN_REGION:6270	choroid fissure, third ventricle
8619	UNKN_REGION:6271	area 21 of mauss-08
8620	UNKN_REGION:6272	presubiculum, layers 1-6
8621	UNKN_REGION:6273	ventromedial preoptic nucleus
8622	UNKN_REGION:6274	semicortex
8623	UNKN_REGION:6275	dorsal longitudinal fasciculus of hypothalamus
8624	UNKN_REGION:6276	basal operculum
8625	UNKN_REGION:6277	polar type cortex
8626	UNKN_REGION:6278	tractus hypothalamotegmentalis
8627	UNKN_REGION:6279	formatio reticularis pontis
8628	UNKN_REGION:628	tonsilla cerebelli
8629	UNKN_REGION:6280	adolfactory area
8630	UNKN_REGION:6281	postcentral convolution
8631	UNKN_REGION:6282	nucleus centralis medialis thalami
8632	UNKN_REGION:6283	subincertal nucleus
8633	UNKN_REGION:6284	submedius thalamic nucleus, dorsal part
8634	UNKN_REGION:6285	formatio reticularis myelencephali
8635	UNKN_REGION:6286	superior thalamic radiation
8636	UNKN_REGION:6287	anterior column of fornix
8637	UNKN_REGION:6288	ventrolateral division of midbrain central gray
8638	UNKN_REGION:6289	nucleus centralis inferior
8639	UNKN_REGION:629	lateral occipital gyrus
8640	UNKN_REGION:6290	rostral commissure
8641	UNKN_REGION:6291	sulcus basilaris pontis
8642	UNKN_REGION:6292	tractus mesencephalicus nervi trigeminalis
8643	UNKN_REGION:6293	area olfactoria
8644	UNKN_REGION:6294	endopiriform nucleus dorsal part
8645	UNKN_REGION:6295	sulcus rostralis superior
8646	UNKN_REGION:6296	cornu anterius ventriculi lateralis
8647	UNKN_REGION:6297	preparietal area 5
8648	UNKN_REGION:6298	nucleus tuberis lateralis
8649	UNKN_REGION:6299	vegetative nervous system
8650	UNKN_REGION:63	hypothalamic
8651	UNKN_REGION:630	zona intermedia
8652	UNKN_REGION:6300	bed nuclei of the stria terminalis anterior division anterodorsal area central core
8653	UNKN_REGION:6301	posterior cortical eye fields
8654	UNKN_REGION:6302	mediodorsal nucleus of the thalamus medial part
8655	UNKN_REGION:6303	posterodorsal intraculminate fissure
8656	UNKN_REGION:6304	nucleus substantiae nigrae, pars compacta
8657	UNKN_REGION:6305	inferior frontal gyrus, opercular part
8658	UNKN_REGION:6306	ramus superior sulcus arcuatus
8659	UNKN_REGION:6307	gyrus fronto-orbitalis
8660	UNKN_REGION:6308	basolateral nuclear group - not otherwise specified
8661	UNKN_REGION:6309	nucleus corporis mamillaris medialis, pars mediali
8662	UNKN_REGION:631	parasubthalamic nucleus
8663	UNKN_REGION:6310	sulci orbitales
8664	UNKN_REGION:6311	intralingual sulcus
8665	UNKN_REGION:6312	raphe medullae oblongatae
8666	UNKN_REGION:6313	trigone vagi
8667	UNKN_REGION:6314	lateral septal nucleus, caudal part, dorsal zone, dorsal region
8668	UNKN_REGION:6315	sulcus corporis callosi
8669	UNKN_REGION:6316	tractus opticus, radix lateralis
8670	UNKN_REGION:6317	fasciculus mamillothalamicus
8671	UNKN_REGION:6318	retrosubicular area 48
8672	UNKN_REGION:6319	longitudinal cerebral fissure
8673	UNKN_REGION:632	subfascicular nucleus
8674	UNKN_REGION:6320	basal ganglia
8675	UNKN_REGION:6321	substantia medullaris temporalis superior
8676	UNKN_REGION:6322	area parasubicularis
8677	UNKN_REGION:6323	nucleus amygdalae basalis accessorius, pars medialis
8678	UNKN_REGION:6324	layer of fusiform cells
8679	UNKN_REGION:6325	dorsal tenia tecta
8680	UNKN_REGION:6326	taenia tecta dorsal part layer 3
8681	UNKN_REGION:6327	triangular nucleus of the septum
8682	UNKN_REGION:6328	subcortical gray
8683	UNKN_REGION:6329	occipital lobe white matter
8684	UNKN_REGION:633	first posterior central gyrus
8685	UNKN_REGION:6330	sulcus rectus
8686	UNKN_REGION:6331	supratrigeminal nucleus
8687	UNKN_REGION:6332	ventral oculomotor cell column
8688	UNKN_REGION:6333	secondary visual cortex, lateral area
8689	UNKN_REGION:6334	tractus spino-olivaris
8690	UNKN_REGION:6335	velum interpositum
8691	UNKN_REGION:6336	ventromedial division of accessory basal nucleus
8692	UNKN_REGION:6337	fasciculus septomarginalis
8693	UNKN_REGION:6338	auditory cortex, ventral part
8694	UNKN_REGION:6339	economo's areas
8695	UNKN_REGION:634	taenia tecta dorsal part
8696	UNKN_REGION:6340	central gray substance of medulla
8697	UNKN_REGION:6341	lateral septal nucleus, rostral part, ventrolateral zone
8698	UNKN_REGION:6342	caudal interstitial nucleus of the medial longitudinal fasciculus
8699	UNKN_REGION:6343	pedunculus inferior thalami
8700	UNKN_REGION:6344	area 33 of brodmann
8701	UNKN_REGION:6345	rostral sulcus
8702	UNKN_REGION:6346	transverse temporal sulcus
8703	UNKN_REGION:6347	transverse fibers of the pons
8704	UNKN_REGION:6348	central trigeminal tract
8705	UNKN_REGION:6349	sulcus calcarinus anterior
8706	UNKN_REGION:635	amygdalostriatal transition area
8707	UNKN_REGION:6350	fovea rostralis
8708	UNKN_REGION:6351	supramarginal white matter
8709	UNKN_REGION:6352	fissura fimbrio-dentata
8710	UNKN_REGION:6353	nucleus habenularis lateralis, pars magnocellularis
8711	UNKN_REGION:6354	lateral septal nucleus, caudal part, ventral zone, intermediate region
8712	UNKN_REGION:6355	inferior optic radiation
8713	UNKN_REGION:6356	nucleus paramedianus oralis
8714	UNKN_REGION:6357	paraterminal body
8715	UNKN_REGION:6358	frenulum veli medullaris superioris
8716	UNKN_REGION:6359	marginal precentral sulcus
8717	UNKN_REGION:636	ventral lateral thalamic nucleus
8718	UNKN_REGION:6360	area 18 of brodmann
8719	UNKN_REGION:6361	nucleus lateralis mesencephali
8720	UNKN_REGION:6362	sulcus cingulatus
8721	UNKN_REGION:6363	septal region
8722	UNKN_REGION:6364	massa intermedia
8723	UNKN_REGION:6365	nucleus raphé pontis
8724	UNKN_REGION:6366	midbrain-hindbrain, sensory, vestibular
8725	UNKN_REGION:6367	gustatory thalamic nucleus
8726	UNKN_REGION:6368	medial thalamic nucleus
8727	UNKN_REGION:6369	sulcus of preoccipital incisura
8728	UNKN_REGION:637	retrorubral fields-a8 dopamine cells
8729	UNKN_REGION:6370	inferior parietal lobule
8730	UNKN_REGION:6371	taenia semicircularis
8731	UNKN_REGION:6372	sulcus frontalis medius
8732	UNKN_REGION:6373	nucleus interstitialis cajal
8733	UNKN_REGION:6374	interpeduncular nucleus, intermediate subnucleus
8734	UNKN_REGION:6375	lateral hypothalamic area, juxtadorsomedial region
8735	UNKN_REGION:6376	lateral septal nucleus, caudal part, ventral zone
8736	UNKN_REGION:6377	cisternae intercruralis
8737	UNKN_REGION:6378	campus foreli
8738	UNKN_REGION:6379	basal part of pons
8739	UNKN_REGION:638	intralimbic gyrus
8740	UNKN_REGION:6380	temporoparietal area, tpt of galaburda
8741	UNKN_REGION:6381	lobus anterior cerebelli
8742	UNKN_REGION:6382	median aperture, fourth ventricle
8743	UNKN_REGION:6383	fibrae pontis transversae
8744	UNKN_REGION:6384	subiculum, ventral part, pyramidal layer
8745	UNKN_REGION:6385	lateral hypothalamic area, magnocellular nucleus
8746	UNKN_REGION:6386	marginal sulcus
8747	UNKN_REGION:6387	fibrae vestibulares
8748	UNKN_REGION:6388	nucleus habenularis lateralis magnocellularis
8749	UNKN_REGION:6389	ventral reticular nucleus
8750	UNKN_REGION:639	posterior intralaminar thalamic nucleus
8751	UNKN_REGION:6390	lateral medullary stria
8752	UNKN_REGION:6391	tentorium cerebelli
8753	UNKN_REGION:6392	magnocellular part of ventral anterior nucleus
8754	UNKN_REGION:6393	lingula of cerebellum
8755	UNKN_REGION:6394	middle temporal sulcus
8756	UNKN_REGION:6395	parabrachial nucleus, lateral external part
8757	UNKN_REGION:6396	gyrus frontopolaris transversus superior
8758	UNKN_REGION:6397	sulcus occipitotemporalis
8759	UNKN_REGION:6398	kolliker-fuse subnucleus
8760	UNKN_REGION:6399	substantia medullaris fronto-orbitalis
8761	UNKN_REGION:64	mesolimbic
8762	UNKN_REGION:640	fimbria fornicis
8763	UNKN_REGION:6400	mammillothalamic tract
8764	UNKN_REGION:6401	supraoculomotor cap
8765	UNKN_REGION:6402	myelencephalon
8766	UNKN_REGION:6403	pedunculus lentiformis
8767	UNKN_REGION:6404	sulcus arcuatis
8768	UNKN_REGION:6405	magnopyramidal temporal field
8769	UNKN_REGION:6406	posterior ascending limb of lateral fissure
8770	UNKN_REGION:6407	fissura prepyramidalis
8771	UNKN_REGION:6408	anterior olfactory nucleus dorsal part
8772	UNKN_REGION:6409	area occipitotemporalis
8773	UNKN_REGION:641	area 27 of mauss-08
8774	UNKN_REGION:6410	nucleus praeopticus medialis
8775	UNKN_REGION:6411	lateral tegmental nucleus
8776	UNKN_REGION:6412	zona lissauer
8777	UNKN_REGION:6413	anterior corpus quadrigeminum
8778	UNKN_REGION:6414	subgenual area 25
8779	UNKN_REGION:6415	inferior central nucleus
8780	UNKN_REGION:6416	crus cerebello-cerebrale
8781	UNKN_REGION:6417	nucleus rostralis nervi oculomotorii
8782	UNKN_REGION:6418	a13 dopamine cells
8783	UNKN_REGION:6419	medial lemniscus of midbrain
8784	UNKN_REGION:642	inferior marginal sulcus of insula
8785	UNKN_REGION:6420	nucleus centralis
8786	UNKN_REGION:6421	sensory radiation
8787	UNKN_REGION:6422	zona incerta, dopaminergic group
8788	UNKN_REGION:6423	interpeduncular nucleus lateral subnucleus
8789	UNKN_REGION:6424	olfactory sulcus
8790	UNKN_REGION:6425	lateral oculomotor nucleus
8791	UNKN_REGION:6426	nucleus thalamicus anteromedialis
8792	UNKN_REGION:6427	agranular insular area posterior part
8793	UNKN_REGION:6428	subcuneiform nucleus
8794	UNKN_REGION:6429	dorsal lamina
8795	UNKN_REGION:643	fasciculus periaquaeductalis
8796	UNKN_REGION:6430	nucleus medialis dorsalis fasciculosis
8797	UNKN_REGION:6431	fibrae corticothalamicae
8798	UNKN_REGION:6432	nuclei of trapezoid body
8799	UNKN_REGION:6433	external pyramidal layer
8800	UNKN_REGION:6434	sulcus fronto-marginalis
8801	UNKN_REGION:6435	fibrae nervi accessorius
8802	UNKN_REGION:6436	nucleus raphes pallidus
8803	UNKN_REGION:6437	lenticular nucleus
8804	UNKN_REGION:6438	lambdoid septal zone
8805	UNKN_REGION:6439	central linear nucleus raphé
8806	UNKN_REGION:644	subnucleus parvicellularis
8807	UNKN_REGION:6440	crus 2 fissure
8808	UNKN_REGION:6441	striopallidal fibers
8809	UNKN_REGION:6442	stratum neuronorum piriformium
8810	UNKN_REGION:6443	cingulate core
8811	UNKN_REGION:6444	parabrachial nucleus, medial medial part
8812	UNKN_REGION:6445	basis cerebri
8813	UNKN_REGION:6446	nucleus reuniens caudal division caudal part
8814	UNKN_REGION:6447	lobus frontalis
8815	UNKN_REGION:6448	bed nucleus of the stria terminalis, oval part
8816	UNKN_REGION:6449	parahippocampal gyrus
8817	UNKN_REGION:645	nucleus amygdaloideus corticalis posterior
8818	UNKN_REGION:6450	ansiform lobule crus 1 sublobule c
8819	UNKN_REGION:6451	precentral fissure of cerebellum
8820	UNKN_REGION:6452	fasciculi thalami
8821	UNKN_REGION:6453	falciform fold
8822	UNKN_REGION:6454	nucleus centralis nervi oculomotorii
8823	UNKN_REGION:6455	midbrain-hindbrain, motor, viscera
8824	UNKN_REGION:6456	lateral aperture, fourth ventricle
8825	UNKN_REGION:6457	acoustic eminence
8826	UNKN_REGION:6458	ventral lamina
8827	UNKN_REGION:6459	medullary-pontine junction
8828	UNKN_REGION:646	choroid plexus of lateral ventricle
8829	UNKN_REGION:6460	nervus octavus
8830	UNKN_REGION:6461	lateral recess of fourth ventricle
8831	UNKN_REGION:6462	declive, sublobule a
8832	UNKN_REGION:6463	oculomotor nerve fibers
8833	UNKN_REGION:6464	sulcus bulbopontinus
8834	UNKN_REGION:6465	tectum of midbrain
8835	UNKN_REGION:6466	nucleus basalis accessorius amygdalae
8836	UNKN_REGION:6467	sulcus hypothalamicus
8837	UNKN_REGION:6468	terminal velum
8838	UNKN_REGION:6469	corpus bigeminalis caudalis
8839	UNKN_REGION:647	olfactory tubercle, molecular layer
8840	UNKN_REGION:6470	cortical amygdalar area, posterior part, medial zone
8841	UNKN_REGION:6471	anterior commissure - not otherwise specified
8842	UNKN_REGION:6472	lateral hypothalamic area, juxtaventromedial region, ventral zone
8843	UNKN_REGION:6473	paraflocculus
8844	UNKN_REGION:6474	postcentral fissure of cerebellum
8845	UNKN_REGION:6475	nucleus ventralis lateralis
8846	UNKN_REGION:6476	precentral region
8847	UNKN_REGION:6477	frontal white matter
8848	UNKN_REGION:6478	corpus callosum, corpus
8849	UNKN_REGION:6479	corpus medullare of cerebellum
8850	UNKN_REGION:648	primary somatosensory area nose
8851	UNKN_REGION:6480	fibrae corticoreticulares
8852	UNKN_REGION:6481	inferior postcentral sulcus
8853	UNKN_REGION:6482	premotor area
8854	UNKN_REGION:6483	atrium ventriculi lateralis
8855	UNKN_REGION:6484	sulcus frontalis secundus
8856	UNKN_REGION:6485	sulcus simialis
8857	UNKN_REGION:6486	posterior superior lobule
8858	UNKN_REGION:6487	layer of medium-sized and large pyramidal cells
8859	UNKN_REGION:6488	motor root of n. v
8860	UNKN_REGION:6489	regio postcentralis
8861	UNKN_REGION:649	dorsal motor nucleus vagus nerve
8862	UNKN_REGION:6490	nuclei intralaminares
8863	UNKN_REGION:6491	chiasma opticum
8864	UNKN_REGION:6492	nucleus medialis dorsalis
8865	UNKN_REGION:6493	habenular trigone
8866	UNKN_REGION:6494	area paratemporalis of smith
8867	UNKN_REGION:6495	cerebellar channel of motor thalamus
8868	UNKN_REGION:6496	nucleus parvocellularis compactus
8869	UNKN_REGION:6497	1st cerebellar lobule
8870	UNKN_REGION:6498	sulcus frontalis medius
8871	UNKN_REGION:6499	nervus trigemini radix motoria
8872	UNKN_REGION:65	gastric
8873	UNKN_REGION:650	posterior intermediate sulcus of spinal cord
8874	UNKN_REGION:6500	anterior pulvinar nucleus
8875	UNKN_REGION:6501	nucleus reuniens, rostral division, lateral part
8876	UNKN_REGION:6502	lateral septum nucleus, intermediate part
8877	UNKN_REGION:6503	fimbriodentate fissure
8878	UNKN_REGION:6504	periaqueductal gray, medial division
8879	UNKN_REGION:6505	dorsal motor nucleus of the vagus
8880	UNKN_REGION:6506	pallidum, ventral region
8881	UNKN_REGION:6507	pallidothalamic pathway
8882	UNKN_REGION:6508	tractus occipitopontinus
8883	UNKN_REGION:6509	dorsal thalamus
8884	UNKN_REGION:651	aquaeductus sylvii
8885	UNKN_REGION:6510	internal medullary lamina of cerebellum
8886	UNKN_REGION:6511	aquaeductus cerebri
8887	UNKN_REGION:6512	mediodorsal nucleus thalamus, medial part
8888	UNKN_REGION:6513	sulcus lateralis posterior
8889	UNKN_REGION:6514	nucleus subcuneiformis
8890	UNKN_REGION:6515	ventral reticulospinal tract
8891	UNKN_REGION:6516	internal medullary lamina of globus pallidus
8892	UNKN_REGION:6517	substantia alba myelencephali - not otherwise specified
8893	UNKN_REGION:6518	inferior occipitofrontal fasciculus
8894	UNKN_REGION:6519	posterior gray horn
8895	UNKN_REGION:652	nodule
8896	UNKN_REGION:6520	lateral forebrain bundle
8897	UNKN_REGION:6521	nucleus cochlearis posterior
8898	UNKN_REGION:6522	periallocortex
8899	UNKN_REGION:6523	medullary white matter
8900	UNKN_REGION:6524	supratrochlear nucleus
8901	UNKN_REGION:6525	precentral region
8902	UNKN_REGION:6526	superior semilunar lobule
8903	UNKN_REGION:6527	dorsal nucleus
8904	UNKN_REGION:6528	intermediate gray substance
8905	UNKN_REGION:6529	infundibulum
8906	UNKN_REGION:653	central nucleus of the amygdala, medial part
8907	UNKN_REGION:6530	fasciculus parieto-temporo-pontinus
8908	UNKN_REGION:6531	trigonum hypoglossale
8909	UNKN_REGION:6532	cingulum limitans
8910	UNKN_REGION:6533	sulcus temporalis medius
8911	UNKN_REGION:6534	pontes striatales
8912	UNKN_REGION:6535	rexed's lamina vii
8913	UNKN_REGION:6536	nucleus olivaris metencephali
8914	UNKN_REGION:6537	nucleus habenularis medialis epithalami
8915	UNKN_REGION:6538	trigonum vagale
8916	UNKN_REGION:6539	preoccipital eye fields
8917	UNKN_REGION:654	recess of the inferior colliculus
8918	UNKN_REGION:6540	nucleus ventralis posterior lateralis, pars oralis
8919	UNKN_REGION:6541	gracile nucleus median part
8920	UNKN_REGION:6542	substantia medullaris annectens
8921	UNKN_REGION:6543	olfactory fasciculus
8922	UNKN_REGION:6544	tegmental reticular nucleus, pontine gray
8923	UNKN_REGION:6545	mediolateral visual area
8924	UNKN_REGION:6546	olfactory tubercle, polymorph layer
8925	UNKN_REGION:6547	lamina pyramidalis
8926	UNKN_REGION:6548	nucleus habenularis
8927	UNKN_REGION:6549	gyrus occipitalis lateralis
8928	UNKN_REGION:655	primary somatosensory area barrel field
8929	UNKN_REGION:6550	stripe of vicq d'azyr
8930	UNKN_REGION:6551	cranial part of accessory nerve
8931	UNKN_REGION:6552	extreme capsule
8932	UNKN_REGION:6553	nucleus amygdalae basalis accessorius, pars lateralis
8933	UNKN_REGION:6554	posteroventral cochlear nucleus
8934	UNKN_REGION:6555	prefrontal cortex
8935	UNKN_REGION:6556	ventral posterolateral nucleus, oral part
8936	UNKN_REGION:6557	layers of superior colliculus
8937	UNKN_REGION:6558	nucleus intralamellaris oralis
8938	UNKN_REGION:6559	mammillo-infundibular nucleus
8939	UNKN_REGION:656	tractus spinothalamicus anterior
8940	UNKN_REGION:6560	tractus pyramidalis
8941	UNKN_REGION:6561	ventriculus lateralis, cornu anterius
8942	UNKN_REGION:6562	dorsomedial nucleus of the hypothalamus posterior part
8943	UNKN_REGION:6563	field ca1 stratum oriens
8944	UNKN_REGION:6564	interpeduncular nucleus, lateral subnucleus
8945	UNKN_REGION:6565	anterolateral corticospinal tract of barnes
8946	UNKN_REGION:6566	nucleus reticularis parvocellularis
8947	UNKN_REGION:6567	nucleus ventralis oralis, pars medialis
8948	UNKN_REGION:6568	fornicate gyrus
8949	UNKN_REGION:6569	palaeocortex ii
8950	UNKN_REGION:657	nucleus ventralis lateralis thalami, pars postrema
8951	UNKN_REGION:6570	area frontalis media
8952	UNKN_REGION:6571	nodule of cerebellum
8953	UNKN_REGION:6572	phrenic nucleus
8954	UNKN_REGION:6573	anterior hypothalamic area, posterior part
8955	UNKN_REGION:6574	interposed nucleus, parvicellular part
8956	UNKN_REGION:6575	neocerebellum
8957	UNKN_REGION:6576	lamina pyramidalis externa
8958	UNKN_REGION:6577	lobi cerebri
8959	UNKN_REGION:6578	lamella medullaris externa
8960	UNKN_REGION:6579	striatum-like amygdalar nuclei
8961	UNKN_REGION:658	fissura praepyramidalis
8962	UNKN_REGION:6580	motor nucleus of tegmentum
8963	UNKN_REGION:6581	prelunate gyrus
8964	UNKN_REGION:6582	nucleus reticularis subthalami
8965	UNKN_REGION:6583	brachium colliculi cranialis
8966	UNKN_REGION:6584	molecular layer of dentate gyrus
8967	UNKN_REGION:6585	isthmus of cingulate gyrus
8968	UNKN_REGION:6586	nucleus anterior thalami medialis
8969	UNKN_REGION:6587	fascia dentata
8970	UNKN_REGION:6588	parabrachial nucleus lateral division internal lateral part
8971	UNKN_REGION:6589	inferior frontal gyrus, triangular part
8972	UNKN_REGION:659	lamina pallidi interna
8973	UNKN_REGION:6590	midbrain reticular nucleus
8974	UNKN_REGION:6591	area occipitalis
8975	UNKN_REGION:6592	nuclei colliculi superioris
8976	UNKN_REGION:6593	area olfactoria
8977	UNKN_REGION:6594	tractus olfactorius medialis
8978	UNKN_REGION:6595	intermediate oculomotor nucleus
8979	UNKN_REGION:6596	fasciculus mamillaris princeps
8980	UNKN_REGION:6597	paleodentate portion of dentate nucleus
8981	UNKN_REGION:6598	nucleus of darkschewitsch
8982	UNKN_REGION:6599	fasciculus of vicq d'azyr
8983	UNKN_REGION:66	mesocorticolimbic
8984	UNKN_REGION:660	agranular frontal area 6
8985	UNKN_REGION:6600	nucleus emboliformis
8986	UNKN_REGION:6601	nucleus ruber, capsula
8987	UNKN_REGION:6602	gyrus supramarginalis
8988	UNKN_REGION:6603	tractus spinothalamicus ventralis
8989	UNKN_REGION:6604	bed nuclei stria terminalis, posterior division, strial extension
8990	UNKN_REGION:6605	angular area 39
8991	UNKN_REGION:6606	mid horizontal zeroplane
8992	UNKN_REGION:6607	stripe of gennari
8993	UNKN_REGION:6608	anterolateral sulcus of medulla
8994	UNKN_REGION:6609	nucleus of the solitary tract, gelatinous part
8995	UNKN_REGION:661	nucleus of anterior commissure
8996	UNKN_REGION:6610	lamina pallidi incompleta
8997	UNKN_REGION:6611	area striata
8998	UNKN_REGION:6612	layers of subiculum
8999	UNKN_REGION:6613	nucleus reticularis pontis, pars oralis
9000	UNKN_REGION:6614	lamina medullaris incompleta pallidi
9001	UNKN_REGION:6615	stria longitudinalis lateralis
9002	UNKN_REGION:6616	caudate-lenticular complex
9003	UNKN_REGION:6617	basal nucleus of the dorsal horn
