	neuroNER_ID	neuroNER_Name
3811	UNKN_REGION:1937	lingual gyrus
3812	UNKN_REGION:1938	semiannular sulcus
3813	UNKN_REGION:1939	cerebellar tonsil
3814	UNKN_REGION:194	paralaminar nucleus of amygdala
3815	UNKN_REGION:1940	frontal association areas
3816	UNKN_REGION:1941	nucleus ambiguus dorsal division
3817	UNKN_REGION:1942	gyrus temporalis transversus anterior
3818	UNKN_REGION:1943	sulcus superior insulae
3819	UNKN_REGION:1944	cortex entorhinalis
3820	UNKN_REGION:1945	lingula
3821	UNKN_REGION:1946	middle temporal white matter
3822	UNKN_REGION:1947	intercalate nucleus of stria terminalis
3823	UNKN_REGION:1948	nucleus entopeduncularis
3824	UNKN_REGION:1949	nucleus nervi oculomotorii centralis
3825	UNKN_REGION:195	area frontalis intermedia
3826	UNKN_REGION:1950	gyrus rectus
3827	UNKN_REGION:1951	dorsal trigeminal tract
3828	UNKN_REGION:1952	incisura unci
3829	UNKN_REGION:1953	lateral septal nucleus caudal  part ventral zone
3830	UNKN_REGION:1954	pallidum, dorsal region
3831	UNKN_REGION:1955	incisura parieto-occipitalis
3832	UNKN_REGION:1956	fibrae nervi facialis
3833	UNKN_REGION:1957	superior colliculus, motor related
3834	UNKN_REGION:1958	field ca1 stratum radiatum
3835	UNKN_REGION:1959	regio hippocampica
3836	UNKN_REGION:196	bed nucleus of the stria medullaris
3837	UNKN_REGION:1960	anterior olfactory nucleus lateral part
3838	UNKN_REGION:1961	parabrachial nucleus, lateral central part
3839	UNKN_REGION:1962	nucleus lateralis amygdalae
3840	UNKN_REGION:1963	strata  colliculi cranialis
3841	UNKN_REGION:1964	thalamus opticus
3842	UNKN_REGION:1965	midbrain, motor related
3843	UNKN_REGION:1966	intermediate frontal area 8
3844	UNKN_REGION:1967	area praeoccipitalis
3845	UNKN_REGION:1968	basis pontis
3846	UNKN_REGION:1969	nucleus cuneatus medialis
3847	UNKN_REGION:197	lateral sulcus
3848	UNKN_REGION:1970	dorsal raphe nucleus, ventrolateral part
3849	UNKN_REGION:1971	caudal central nucleus of oculomotor nerve
3850	UNKN_REGION:1972	primary somatosensory area, upper limb region
3851	UNKN_REGION:1973	ventromedial nucleus of the hypothalamus dorsomedial part
3852	UNKN_REGION:1974	interpeduncular cistern
3853	UNKN_REGION:1975	declive
3854	UNKN_REGION:1976	fissura centralis insulae
3855	UNKN_REGION:1977	parvicellular motor trigeminal nucleus
3856	UNKN_REGION:1978	tractus cuneocerebelli
3857	UNKN_REGION:1979	nucleus parataenialis interstitialis
3858	UNKN_REGION:198	retro-olivary cell group
3859	UNKN_REGION:1980	olfactory areas
3860	UNKN_REGION:1981	nucleus ventro-oralis internus
3861	UNKN_REGION:1982	second temporal sulcus
3862	UNKN_REGION:1983	amiculum olivare
3863	UNKN_REGION:1984	reticulospinal tract, medial part
3864	UNKN_REGION:1985	lateral ventral nucleus of thalamus
3865	UNKN_REGION:1986	eminentia medialis
3866	UNKN_REGION:1987	mesencephalic tegmentum
3867	UNKN_REGION:1988	terminal sulcus
3868	UNKN_REGION:1989	mediodorsal nucleus thalamus, lateral part
3869	UNKN_REGION:199	vestibulocochlear nerve roots
3870	UNKN_REGION:1990	type 3 of von economo
3871	UNKN_REGION:1991	superior temporal gyrus
3872	UNKN_REGION:1992	dentate gyrus medial blade molecular layer
3873	UNKN_REGION:1993	spinal nucleus of the trigeminal oral part
3874	UNKN_REGION:1994	stria medullaris thalamica
3875	UNKN_REGION:1995	commissura hippocampi dorsalis
3876	UNKN_REGION:1996	lateral geniculate complex
3877	UNKN_REGION:1997	superior olivary complex lateral part
3878	UNKN_REGION:1998	area cingularis anterior dorsalis
3879	UNKN_REGION:1999	anterior medullary velum
3880	UNKN_REGION:2	cerebral
3881	UNKN_REGION:20	antennal
3882	UNKN_REGION:200	central amygdaloid nucleus, medial posteroventral part
3883	UNKN_REGION:2000	body of luys
3884	UNKN_REGION:2001	nucleus ventralis posteromedialis
3885	UNKN_REGION:2002	mesencephalon
3886	UNKN_REGION:2003	brodmann's area 25
3887	UNKN_REGION:2004	vallecula cerebelli
3888	UNKN_REGION:2005	ramus marginalis sulci cingulati
3889	UNKN_REGION:2006	paragigantocellular reticular nucleus lateral part
3890	UNKN_REGION:2007	cochlear nuclei - not otherwise specified
3891	UNKN_REGION:2008	tela choroidea of lateral ventricle
3892	UNKN_REGION:2009	area praeterminalis
3893	UNKN_REGION:201	rexed's lamina i
3894	UNKN_REGION:2010	main olfactory bulb, granule cell layer
3895	UNKN_REGION:2011	posterolateral sulcus of spinal cord
3896	UNKN_REGION:2012	ventral posterior nucleus
3897	UNKN_REGION:2013	pons sensory related
3898	UNKN_REGION:2014	area 12 of walker
3899	UNKN_REGION:2015	cortical association areas
3900	UNKN_REGION:2016	nucleus dorsalis corporis trapezoidei
3901	UNKN_REGION:2017	isthmus of brainstem
3902	UNKN_REGION:2018	rhombencephalon
3903	UNKN_REGION:2019	fasciculus ventralis
3904	UNKN_REGION:202	nucleus radicis descendentis nervi trigemini
3905	UNKN_REGION:2020	nucleus compactus suprafascicularis
3906	UNKN_REGION:2021	nucleus tractus mesencephalici nervi trigemini
3907	UNKN_REGION:2023	ventral secondary ascending tract of  v
3908	UNKN_REGION:2024	pallidum ventrale
3909	UNKN_REGION:2025	griseum centrale
3910	UNKN_REGION:2026	uvular fissure 1
3911	UNKN_REGION:2027	sulcus intralingualis
3912	UNKN_REGION:2028	inferior central nucleus of raphe
3913	UNKN_REGION:2029	nucleus reticularis magnocellularis
3914	UNKN_REGION:203	ventral portion of pons
3915	UNKN_REGION:2030	subiculum ventral part stratum radiatum
3916	UNKN_REGION:2031	ventral lateral nucleus, medial part
3917	UNKN_REGION:2032	suprapineal recess
3918	UNKN_REGION:2033	formatio reticularis mesencephali
3919	UNKN_REGION:2034	nucleus ventralis posterior medialis thalami
3920	UNKN_REGION:2035	basolateral amygdaloid nucleus, posterior part
3921	UNKN_REGION:2036	retrosubicular area
3922	UNKN_REGION:2037	paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone
3923	UNKN_REGION:2038	head of caudate nucleus
3924	UNKN_REGION:2039	nucleus amygdalae intercalatus
3925	UNKN_REGION:204	tuberomammillary nucleus ventral part
3926	UNKN_REGION:2040	nervus trigeminus, radix motorius
3927	UNKN_REGION:2041	claustral amygdaloid area
3928	UNKN_REGION:2042	area dorsalis hypothalami
3929	UNKN_REGION:2043	nucleus incertus, compact part
3930	UNKN_REGION:2044	superior medullary lamina of cerebellum
3931	UNKN_REGION:2045	nucleus dorsointermedius externus magnocellularis
3932	UNKN_REGION:2046	triangular part of inferior frontal gyrus
3933	UNKN_REGION:2047	portio major of trigeminal nerve
3934	UNKN_REGION:2048	bed nuclei of the stria terminalis, posterior division, interfascicular nucleus
3935	UNKN_REGION:2049	area 45
3936	UNKN_REGION:205	lateral striatal stripe
3937	UNKN_REGION:2050	nuclei laterales thalami
3938	UNKN_REGION:2051	pars lateralis fasciculi dorsalis
3939	UNKN_REGION:2052	pretectal area
3940	UNKN_REGION:2053	lumbar segments
3941	UNKN_REGION:2054	a2 noradrenaline cells
3942	UNKN_REGION:2055	dentate gyrus, medial blade-granule cell layer
3943	UNKN_REGION:2056	metathalamus
3944	UNKN_REGION:2057	fibrae corticospinales
3945	UNKN_REGION:2058	medial fiber bundle of amygdala
3946	UNKN_REGION:2059	frontal association area
3947	UNKN_REGION:206	cisterna laminae terminalis
3948	UNKN_REGION:2060	sulcus angularis
3949	UNKN_REGION:2061	basis pedunculi cerebri
3950	UNKN_REGION:2062	area acustica
3951	UNKN_REGION:2063	magnocellular preoptic nucleus
3952	UNKN_REGION:2064	hemispherium cerebralis
3953	UNKN_REGION:2065	paraventricular nucleus of the hypothalamus, descending division, lateral parvicellular part
3954	UNKN_REGION:2066	nucleus ventralis lateralis, pars postrema
3955	UNKN_REGION:2067	stratum griseum intermediale
3956	UNKN_REGION:2068	sulcus temporalis primus
3957	UNKN_REGION:2069	tractus spinothalamicus
3958	UNKN_REGION:207	tractus habenulo-intercruralis
3959	UNKN_REGION:2070	gyrus postcentralis
3960	UNKN_REGION:2071	central lobule, lobule ii sublobule b
3961	UNKN_REGION:2072	nucleus salivarius superior
3962	UNKN_REGION:2073	pars basilaris pontis
3963	UNKN_REGION:2074	nucleus nervi trochlearis
3964	UNKN_REGION:2075	ninth cranial nerve fibers
3965	UNKN_REGION:2076	nuclei mediani
3966	UNKN_REGION:2077	prosencephalon
3967	UNKN_REGION:2078	sulcus nervi oculomotorii
3968	UNKN_REGION:2079	gyrus parietalis occipitalis
3969	UNKN_REGION:208	decussatio tegmentalis dorsalis
3970	UNKN_REGION:2080	perifornical nucleus
3971	UNKN_REGION:2081	medial dorsal nucleus
3972	UNKN_REGION:2082	medial olfactory stria
3973	UNKN_REGION:2083	paraventricular nucleus of the hypothalamus, magnocellular division, medial magnocellular part
3974	UNKN_REGION:2084	anterior cingulate area dorsal part
3975	UNKN_REGION:2085	area postcentralis caudalis
3976	UNKN_REGION:2086	rostral interstitial nucleus of mlf
3977	UNKN_REGION:2087	nucleus septalis fimbrialis
3978	UNKN_REGION:2088	lobus anterior
3979	UNKN_REGION:2089	callosal sulcus
3980	UNKN_REGION:209	stigmoid hypothalamic nucleus
3981	UNKN_REGION:2090	homotypic isocortex
3982	UNKN_REGION:2091	nucleus pregeniculatum
3983	UNKN_REGION:2092	lentiform nucleus
3984	UNKN_REGION:2093	cortical nucleus of the amygdala
3985	UNKN_REGION:2094	precentral gigantopyramidal field
3986	UNKN_REGION:2095	sulcus ventrolateralis
3987	UNKN_REGION:2096	insula amygdaloidea
3988	UNKN_REGION:2097	stratum plexiforme
3989	UNKN_REGION:2098	nucleus amygdaloideus basolateralis
3990	UNKN_REGION:2099	midbrain raphé nuclei
3991	UNKN_REGION:21	hypoglossal
3992	UNKN_REGION:210	nucleus paranigralis
3993	UNKN_REGION:2100	principal part of ventral posteromedial nucleus
3994	UNKN_REGION:2101	frontal operculum
3995	UNKN_REGION:2102	regio parasubicularis
3996	UNKN_REGION:2103	gyrus brevis accessorius
3997	UNKN_REGION:2104	nucleus paramedianus
3998	UNKN_REGION:2105	extrapyramidal pathway
3999	UNKN_REGION:2106	insula
4000	UNKN_REGION:2107	field h
4001	UNKN_REGION:2108	hippocampal rudiment
4002	UNKN_REGION:2109	nucleus intermedius hypothalami
4003	UNKN_REGION:211	neoruber
4004	UNKN_REGION:2110	ventral decussation of pons
4005	UNKN_REGION:2111	posterior perforated substance
4006	UNKN_REGION:2112	superior fronto-occipital bundle
4007	UNKN_REGION:2113	fasciculus longitudinalis dorsalis
4008	UNKN_REGION:2114	stria longitudinalis interna
4009	UNKN_REGION:2115	centromedian nucleus
4010	UNKN_REGION:2117	nucleus salivatorius superior
4011	UNKN_REGION:2118	aqueductus cerebri
4012	UNKN_REGION:2119	extrapyramidal fiber systems, basal-nuclei related
4013	UNKN_REGION:212	paralamellar basolateral nucleus
4014	UNKN_REGION:2120	ventriculus lateralis, cornu occipitale
4015	UNKN_REGION:2121	medullary reticular nucleus
4016	UNKN_REGION:2122	fibres pyramidales homolaterales superficelles of dejerine
4017	UNKN_REGION:2123	nucleus ventralis posterolateralis thalami
4018	UNKN_REGION:2124	prefrontal lobe
4019	UNKN_REGION:2125	superior colliculus - not otherwise specified
4020	UNKN_REGION:2126	area preoptica lateralis
4021	UNKN_REGION:2127	septomarginal fasciculus
4022	UNKN_REGION:2128	secondary trigeminal pathways
4023	UNKN_REGION:2129	archeocortex
4024	UNKN_REGION:213	area tegmentalis ventralis
4025	UNKN_REGION:2130	facial nucleus, lateral subnucleus
4026	UNKN_REGION:2131	pontine reticular nucleus, oral part
4027	UNKN_REGION:2132	field ca1, pyramidal layer, superficial
4028	UNKN_REGION:2133	tuberal nucleus, intermediate part
4029	UNKN_REGION:2134	medial frontal sulcus
4030	UNKN_REGION:2135	dorsal fountain decussation
4031	UNKN_REGION:2136	motor nucleus of the trigeminal
4032	UNKN_REGION:2137	limiting fissure
4033	UNKN_REGION:2138	cerebral sulci
4034	UNKN_REGION:2139	nucleus preolivaris
4035	UNKN_REGION:214	lobulus simplex
4036	UNKN_REGION:2140	nucleus reticularis parvicellularis
4037	UNKN_REGION:2141	sensorimotor strip
4038	UNKN_REGION:2142	cerebral white matter - not otherwise specified
4039	UNKN_REGION:2143	cortex of island
4040	UNKN_REGION:2144	area 6  of mauss-08
4041	UNKN_REGION:2145	posterior white column
4042	UNKN_REGION:2146	kolliker-fuse nucleus
4043	UNKN_REGION:2147	first posterior central gyrus
4044	UNKN_REGION:2148	area 6b of the vogts
4045	UNKN_REGION:2149	central amygdaloid nucleus, medial division, anteroventral part
4046	UNKN_REGION:215	anterior frontal cortex
4047	UNKN_REGION:2150	lobus insulae posterior
4048	UNKN_REGION:2151	lamina cinerea
4049	UNKN_REGION:2152	stria olfactoria lateralis
4050	UNKN_REGION:2153	interfascicular bundle
4051	UNKN_REGION:2154	interpeduncular nucleus, dorsolateral part
4052	UNKN_REGION:2155	tractus bulbo-thalamicus
4053	UNKN_REGION:2156	septum gangliosum
4054	UNKN_REGION:2157	nucleus incertus diffuse part
4055	UNKN_REGION:2158	corpus geniculatum externum, nucleus accessorius
4056	UNKN_REGION:2159	area 19 of mauss-08
4057	UNKN_REGION:216	nucleus olivaris caudalis
4058	UNKN_REGION:2160	lamina tecti
4059	UNKN_REGION:2161	parvicellular part of ventral posteromedial nucleus
4060	UNKN_REGION:2162	mediolateral visual area
4061	UNKN_REGION:2163	nucleus medialis dorsalis nucleus fasciculosus
4062	UNKN_REGION:2164	horizontal arcuate sulcus
4063	UNKN_REGION:2165	decussatio trochlearis
4064	UNKN_REGION:2166	genu nervi facialis
4065	UNKN_REGION:2167	strata  colliculi superioris
4066	UNKN_REGION:2168	area 15 of mauss-08
4067	UNKN_REGION:2169	fourth ventricle median aperture
4068	UNKN_REGION:217	substantia gelatinosa of rolando
4069	UNKN_REGION:2170	agranular insular area ventral part
4070	UNKN_REGION:2171	area 24a of vogt
4071	UNKN_REGION:2172	nucleus amygdaloideus corticalis
4072	UNKN_REGION:2173	commissura supraoptica dorsalis pars ventralis
4073	UNKN_REGION:2174	medial precentral sulcus
4074	UNKN_REGION:2175	central magnocellular nucleus of thalamus
4075	UNKN_REGION:2176	paraventricular hypothalamic nucleus, descending division, lateral parvicellular part
4076	UNKN_REGION:2177	occipital eye centers
4077	UNKN_REGION:2178	periventricular region
4078	UNKN_REGION:2179	mesencephalic tract of the trigeminal nerve
4079	UNKN_REGION:218	nuclei magnocellularis colliculi superioris
4080	UNKN_REGION:2180	forel's field h1+h2
4081	UNKN_REGION:2181	pallidum ventral region
4082	UNKN_REGION:2182	anteromedial nucleus thalamus
4083	UNKN_REGION:2183	lamina zonalis
4084	UNKN_REGION:2184	nucleus area h2
4085	UNKN_REGION:2185	ventral posterior inferior thalamic nucleus
4086	UNKN_REGION:2186	bed nucleus of the stria terminalis, intraamygdaloid division
4087	UNKN_REGION:2187	anteromedial region of motor thalamus
4088	UNKN_REGION:2188	centrum ovale
4089	UNKN_REGION:2189	anterior lobe of cerebellum
4090	UNKN_REGION:219	sulcus of corpus callosum
4091	UNKN_REGION:2190	vermis of cerebellum
4092	UNKN_REGION:2191	schizocortex
4093	UNKN_REGION:2192	eminentia parieto-occipitalis
4094	UNKN_REGION:2193	inferior occipital sulcus
4095	UNKN_REGION:2194	brodmann's area 19
4096	UNKN_REGION:2195	central nucleus-1
4097	UNKN_REGION:2196	nucleus ventralis posterior lateralis, pars caudalis
4098	UNKN_REGION:2197	nucleus centralis intermedius thalami
4099	UNKN_REGION:2198	pars basalis mesencephali
4100	UNKN_REGION:2199	longitudinal fasciculus of the pons
4101	UNKN_REGION:22	corticospinal
4102	UNKN_REGION:220	area 11 of brodmann-09
4103	UNKN_REGION:2200	area hippocampica
4104	UNKN_REGION:2201	posterior cornucommissural nucleus
4105	UNKN_REGION:2202	ventral tegmental relay zone
4106	UNKN_REGION:2203	nucleus lentiformis
4107	UNKN_REGION:2204	nucleus conterminalis
4108	UNKN_REGION:2205	nucleus sensorius superior nervi trigemini
4109	UNKN_REGION:2206	cuneate lobule
4110	UNKN_REGION:2207	granular frontal area 9
4111	UNKN_REGION:2208	ramus inferior sulcus arcuatus
4112	UNKN_REGION:2209	nucleus reticularis diffusus
4113	UNKN_REGION:221	tractus cerebello-rubralis
4114	UNKN_REGION:2210	deep white layer of superior colliculus
4115	UNKN_REGION:2211	corpus juxtarestiforme
4116	UNKN_REGION:2212	area 42 of brodmann
4117	UNKN_REGION:2213	crus posterius capsulae internae
4118	UNKN_REGION:2214	sulcus oculomotorius
4119	UNKN_REGION:2215	subnucleus compactus
4120	UNKN_REGION:2216	nervus trochlearis
4121	UNKN_REGION:2217	nodulus vermis
4122	UNKN_REGION:2218	tuberculum quadrigeminus
4123	UNKN_REGION:2219	pes lemniscus lateralis
4124	UNKN_REGION:222	tractus habenulo-interpeduncularis
4125	UNKN_REGION:2220	internal stripe of baillarger
4126	UNKN_REGION:2221	fasciculus tegmentalis dorsalis
4127	UNKN_REGION:2222	supraoptic recess
4128	UNKN_REGION:2223	nucleus of the solitary tract medial part
4129	UNKN_REGION:2224	nucleus pulvinaris thalami, pars medialis
4130	UNKN_REGION:2225	sulcus calcarinus inferior
4131	UNKN_REGION:2226	anterior hypothalamic region - not otherwise specified
4132	UNKN_REGION:2227	main olfactory bulb, granule layer
4133	UNKN_REGION:2228	inferior frontal sulcus
4134	UNKN_REGION:2229	paraabducens nucleus
4135	UNKN_REGION:223	basal amygdaloid nucleus, medial part, deep portion
4136	UNKN_REGION:2230	anteromedial nucleus, ventral part
4137	UNKN_REGION:2231	nerve of jocobson
4138	UNKN_REGION:2232	fasciculus septo-amygdalicus
4139	UNKN_REGION:2233	nucleus inferior nervi trigemini
4140	UNKN_REGION:2234	lamina x
4141	UNKN_REGION:2235	lobule ix of vermis
4142	UNKN_REGION:2236	nucleus lateralis anuli aquaeducti
4143	UNKN_REGION:2237	tectopontine tract
4144	UNKN_REGION:2238	brodmann's area 30
4145	UNKN_REGION:2239	occipito-temporal sulcus
4146	UNKN_REGION:224	gyrus precentralis insulae
4147	UNKN_REGION:2240	subnucleus compactus, pars gamma
4148	UNKN_REGION:2241	tuberal area of the hypothalamus
4149	UNKN_REGION:2242	basilar sulcus
4150	UNKN_REGION:2243	nucleus parvocellularis nervi hypoglossi
4151	UNKN_REGION:2244	pedunculus corporis mammillaris
4152	UNKN_REGION:2245	parabrachial nucleus, lateral dorsal part
4153	UNKN_REGION:2246	nervus statoacusticus
4154	UNKN_REGION:2247	ventral trigeminal tract
4155	UNKN_REGION:2248	ventral auditory areas
4156	UNKN_REGION:2249	interpeduncular nucleus, lateral subnucleus, ventral part
4157	UNKN_REGION:225	anterior transverse temporal gyrus
4158	UNKN_REGION:2250	parolfactory area
4159	UNKN_REGION:2251	stria sublenticularis
4160	UNKN_REGION:2252	nucleus anterior medialis thalami
4161	UNKN_REGION:2253	paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part
4162	UNKN_REGION:2254	orbital part of inferior frontal gyrus
4163	UNKN_REGION:2255	margo inferolateralis
4164	UNKN_REGION:2256	lateral hypothalamic area, ventral region, medial zone
4165	UNKN_REGION:2257	nuclei laterales myelencephali
4166	UNKN_REGION:2258	area 37 of brodmann
4167	UNKN_REGION:2259	area cingularis anterior ventralis
4168	UNKN_REGION:226	nucleus olivaris accessorius dorsalis
4169	UNKN_REGION:2260	nerve i
4170	UNKN_REGION:2261	bed nuclei of the stria terminalis posterior division interfascicular  nucleus
4171	UNKN_REGION:2262	first short gyrus
4172	UNKN_REGION:2263	convolutions of gratiolet
4173	UNKN_REGION:2264	ventral horn of the spinal cord
4174	UNKN_REGION:2265	nucleus paratenialis
4175	UNKN_REGION:2266	medial habenula dorsal part
4176	UNKN_REGION:2267	prefrontal area 11 of brodmann-09
